"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2005-01-01","2005","01","01","","4.2","","-1.7","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","T","10","","41",""
"2005-01-02","2005","01","02","","6.4","","-1.5","","2.5","","15.5","","0.0","","16.4","","0.0","","16.4","","0","T","10","","48",""
"2005-01-03","2005","01","03","","3.7","","0.5","","2.1","","15.9","","0.0","","0.2","","0.8","","1.0","","0","","","","<31",""
"2005-01-04","2005","01","04","","1.6","","-1.9","","-0.2","","18.2","","0.0","","0.0","","0.8","","0.8","","0","T","","","<31",""
"2005-01-05","2005","01","05","","-0.7","","-6.7","","-3.7","","21.7","","0.0","","0.0","","0.4","","0.4","","0","T","4","","33",""
"2005-01-06","2005","01","06","","-0.8","","-8.0","","-4.4","","22.4","","0.0","","0.2","","3.2","","7.8","","0","T","27","","61",""
"2005-01-07","2005","01","07","","-0.9","","-5.1","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"2005-01-08","2005","01","08","","0.3","","-2.4","","-1.1","","19.1","","0.0","","0.0","","0.6","","0.6","","3","","","","<31",""
"2005-01-09","2005","01","09","","1.6","","-2.0","","-0.2","","18.2","","0.0","","0.0","","0.4","","0.4","","3","","","","<31",""
"2005-01-10","2005","01","10","","2.7","","-2.2","","0.3","","17.7","","0.0","","1.2","","0.0","","1.2","","1","","28","","57",""
"2005-01-11","2005","01","11","","-1.5","","-3.9","","-2.7","","20.7","","0.0","","0.0","","0.0","T","0.0","T","1","","8","","37",""
"2005-01-12","2005","01","12","","5.8","","-3.1","","1.4","","16.6","","0.0","","12.4","","0.0","T","12.4","","1","","","","<31",""
"2005-01-13","2005","01","13","","17.6","","0.3","","9.0","","9.0","","0.0","","7.4","","1.8","","10.2","","0","T","35","","57",""
"2005-01-14","2005","01","14","","1.1","","-10.3","","-4.6","","22.6","","0.0","","0.0","","0.0","T","0.0","T","1","","32","","52",""
"2005-01-15","2005","01","15","","-6.4","","-11.8","","-9.1","","27.1","","0.0","","0.0","","0.0","","0.0","","1","","24","","37",""
"2005-01-16","2005","01","16","","-7.5","","-11.1","","-9.3","","27.3","","0.0","","0.0","","0.6","","0.6","","1","","","","<31",""
"2005-01-17","2005","01","17","","-8.2","","-18.8","","-13.5","","31.5","","0.0","","0.0","","0.4","","0.4","","2","","36","","50",""
"2005-01-18","2005","01","18","","-7.7","","-23.5","","-15.6","","33.6","","0.0","","0.0","","0.0","","0.0","","2","","18","","35",""
"2005-01-19","2005","01","19","","-2.2","","-8.7","","-5.5","","23.5","","0.0","","0.0","","5.6","","4.6","","3","","34","","56",""
"2005-01-20","2005","01","20","","-8.7","","-20.1","","-14.4","","32.4","","0.0","","0.0","","0.0","T","0.0","T","6","","34","","46",""
"2005-01-21","2005","01","21","","-16.4","","-24.2","","-20.3","","38.3","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2005-01-22","2005","01","22","","-15.2","","-18.8","","-17.0","","35.0","","0.0","","0.0","","9.6","","6.2","","8","","2","","61",""
"2005-01-23","2005","01","23","","-13.2","","-21.4","","-17.3","","35.3","","0.0","","0.0","","0.0","","0.0","","11","","35","","57",""
"2005-01-24","2005","01","24","","-3.8","","-17.4","","-10.6","","28.6","","0.0","","0.0","","1.2","","0.6","","9","","24","","37",""
"2005-01-25","2005","01","25","","-4.4","","-10.4","","-7.4","","25.4","","0.0","","0.0","","7.8","","6.8","","11","","","","<31",""
"2005-01-26","2005","01","26","","-8.4","","-18.9","","-13.7","","31.7","","0.0","","0.0","","0.0","T","0.0","T","18","","36","","37",""
"2005-01-27","2005","01","27","","-14.6","","-22.7","","-18.7","","36.7","","0.0","","0.0","","0.0","","0.0","","16","","","","<31",""
"2005-01-28","2005","01","28","","-7.4","","-21.9","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2005-01-29","2005","01","29","","-2.3","","-17.2","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2005-01-30","2005","01","30","","0.2","","-9.9","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"2005-01-31","2005","01","31","","-0.7","","-13.0","","-6.9","","24.9","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2005-02-01","2005","02","01","","0.4","","-11.8","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2005-02-02","2005","02","02","","1.0","","-12.8","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"2005-02-03","2005","02","03","","2.5","","-5.6","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"2005-02-04","2005","02","04","","5.7","","-6.9","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"2005-02-05","2005","02","05","","3.7","","-4.8","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"2005-02-06","2005","02","06","","3.3","","-5.3","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"2005-02-07","2005","02","07","","4.8","","-0.3","","2.3","","15.7","","0.0","","3.0","","0.0","","3.0","","1","","","","<31",""
"2005-02-08","2005","02","08","","5.2","","-3.0","","1.1","","16.9","","0.0","","8.0","","0.0","","8.0","","0","T","34","","35",""
"2005-02-09","2005","02","09","","-2.8","","-5.4","","-4.1","","22.1","","0.0","","0.0","","6.2","","6.6","","0","T","","","<31",""
"2005-02-10","2005","02","10","","-3.4","","-7.5","","-5.5","","23.5","","0.0","","0.0","","0.8","","0.4","","7","","34","","48",""
"2005-02-11","2005","02","11","","-0.4","","-9.7","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","6","","28","","41",""
"2005-02-12","2005","02","12","","3.7","","-5.9","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","5","","31","","63",""
"2005-02-13","2005","02","13","","-2.1","","-10.4","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","0","T","11","","35",""
"2005-02-14","2005","02","14","","5.5","","-2.1","","1.7","","16.3","","0.0","","15.6","","0.2","","15.8","","0","T","26","","52",""
"2005-02-15","2005","02","15","","7.3","","0.9","","4.1","","13.9","","0.0","","16.0","","0.0","","16.0","","0","T","27","","46",""
"2005-02-16","2005","02","16","","1.1","","-6.5","","-2.7","","20.7","","0.0","","0.4","","4.0","","4.4","","3","","30","","39",""
