"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1989-01-01","1989","01","01","","-1.3","","-8.2","","-4.8","","22.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","7","","33",""
"1989-01-02","1989","01","02","","2.0","","-4.6","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","57",""
"1989-01-03","1989","01","03","","-4.5","","-15.3","","-9.9","","27.9","","0.0","","0.0","","2.8","","2.8","","0","T","2","","46",""
"1989-01-04","1989","01","04","","-14.1","","-22.8","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","3","","34","","37",""
"1989-01-05","1989","01","05","","-4.9","","-14.2","","-9.6","","27.6","","0.0","","0.0","","3.6","","0.8","","3","","9","","46",""
"1989-01-06","1989","01","06","","-2.4","","-6.8","","-4.6","","22.6","","0.0","","0.0","","1.0","","0.6","","6","","9","","50",""
"1989-01-07","1989","01","07","","4.1","","-3.0","","0.6","","17.4","","0.0","","3.8","","0.0","T","3.8","","4","","11","","33",""
"1989-01-08","1989","01","08","","8.9","","-7.0","","1.0","","17.0","","0.0","","1.4","","0.0","T","1.4","","0","T","24","","80",""
"1989-01-09","1989","01","09","","-6.3","","-10.0","","-8.2","","26.2","","0.0","","0.0","","0.6","","0.2","","1","","26","","54",""
"1989-01-10","1989","01","10","","3.5","","-9.9","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","T","22","","54",""
"1989-01-11","1989","01","11","","-2.0","","-9.2","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","0","T","31","","52",""
"1989-01-12","1989","01","12","","6.2","","-2.1","","2.1","","15.9","","0.0","","1.0","","0.0","T","1.0","","0","T","30","","44",""
"1989-01-13","1989","01","13","","-1.9","","-7.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","56",""
"1989-01-14","1989","01","14","","2.0","","-7.3","","-2.7","","20.7","","0.0","","0.0","T","2.0","","2.0","","0","T","17","","33",""
"1989-01-15","1989","01","15","","2.4","","-3.2","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","2","","25","","48",""
"1989-01-16","1989","01","16","","1.4","","-3.3","","-1.0","","19.0","","0.0","","0.0","","1.0","","0.5","","2","","26","","54",""
"1989-01-17","1989","01","17","","2.2","","-3.3","","-0.6","","18.6","","0.0","","0.0","","0.2","","0.2","","0","T","23","","74",""
