"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1987-01-01","1987","01","01","","1.7","","-1.0","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1987-01-02","1987","01","02","","-0.7","","-3.7","","-2.2","","20.2","","0.0","","0.0","","8.2","","5.6","","2","","34","","31",""
"1987-01-03","1987","01","03","","-1.2","","-8.8","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","7","","34","","57",""
"1987-01-04","1987","01","04","","0.6","","-12.4","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1987-01-05","1987","01","05","","3.8","","-8.4","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1987-01-06","1987","01","06","","3.3","","-3.9","","-0.3","","18.3","","0.0","","0.0","T","0.0","","0.0","T","2","","","","<31",""
"1987-01-07","1987","01","07","","3.7","","-3.1","","0.3","","17.7","","0.0","","0.0","T","0.0","T","0.0","T","0","T","33","","48",""
"1987-01-08","1987","01","08","","-0.4","","-5.3","","-2.9","","20.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","26","","39",""
"1987-01-09","1987","01","09","","0.1","","-1.2","","-0.6","","18.6","","0.0","","0.0","","0.2","","0.2","","0","T","10","","31",""
"1987-01-10","1987","01","10","","0.9","","-1.4","","-0.3","","18.3","","0.0","","0.0","T","12.2","","13.8","","3","","10","","43",""
"1987-01-11","1987","01","11","","0.1","","-3.2","","-1.6","","19.6","","0.0","","0.0","","0.6","","0.8","","12","","28","","46",""
