"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1996-01-01","1996","01","01","","0.3","","-7.1","","-3.4","","21.4","","0.0","","0.0","","1.2","","0.8","","3","","6","","33",""
"1996-01-02","1996","01","02","","-7.0","","-14.8","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","4","","3","","37",""
"1996-01-03","1996","01","03","","-12.1","","-19.1","","-15.6","","33.6","","0.0","","0.0","","1.6","","0.4","","4","","36","","56",""
"1996-01-04","1996","01","04","","-11.4","","-20.9","","-16.2","","34.2","","0.0","","0.0","","0.0","T","0.0","T","6","","30","","35",""
"1996-01-05","1996","01","05","","-11.9","","-19.9","","-15.9","","33.9","","0.0","","0.0","","0.0","T","0.0","T","6","","36","","43",""
"1996-01-06","1996","01","06","","-8.6","","-22.2","","-15.4","","33.4","","0.0","","0.0","","0.4","","0.0","T","6","","","","<31",""
"1996-01-07","1996","01","07","","-11.1","","-16.0","","-13.6","","31.6","","0.0","","0.0","","2.0","","0.6","","7","","3","","37",""
"1996-01-08","1996","01","08","","-4.8","","-16.9","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","7","","25","","44",""
"1996-01-09","1996","01","09","","-4.5","","-7.8","","-6.2","","24.2","","0.0","","0.0","","1.8","","1.0","","7","","34","","44",""
"1996-01-10","1996","01","10","","-7.6","","-15.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","8","","34","","48",""
"1996-01-11","1996","01","11","","-5.5","","-18.3","","-11.9","","29.9","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"1996-01-12","1996","01","12","","-4.4","","-11.4","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","7","","34","","32",""
"1996-01-13","1996","01","13","","0.6","","-9.9","","-4.7","","22.7","","0.0","","0.0","T","1.2","","1.2","","6","","25","","33",""
"1996-01-14","1996","01","14","","2.2","","-11.3","","-4.6","","22.6","","0.0","","0.0","T","0.0","","0.0","T","7","","32","","59",""
"1996-01-15","1996","01","15","","-10.8","","-18.3","","-14.6","","32.6","","0.0","","0.0","","0.0","","0.0","","6","","34","","32",""
"1996-01-16","1996","01","16","","5.6","","-11.6","","-3.0","","21.0","","0.0","","7.8","","0.0","","7.8","","6","","21","","50",""
"1996-01-17","1996","01","17","","7.2","","4.1","","5.7","","12.3","","0.0","","2.8","","0.0","","2.8","","2","","23","","65",""
"1996-01-18","1996","01","18","","12.0","","0.1","","6.1","","11.9","","0.0","","2.6","","0.0","","2.6","","1","","16","","44",""
"1996-01-19","1996","01","19","","10.3","","-9.0","","0.7","","17.3","","0.0","","14.0","","0.8","","14.4","","0","T","28","","76",""
"1996-01-20","1996","01","20","","-5.2","","-9.9","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","1","","27","","52",""
"1996-01-21","1996","01","21","","-0.6","","-6.0","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","1","","11","","39",""
"1996-01-22","1996","01","22","","5.1","","-5.3","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","0","T","22","","46",""
"1996-01-23","1996","01","23","","2.8","","0.1","","1.5","","16.5","","0.0","","3.4","","3.0","","7.8","","0","T","","","<31",""
"1996-01-24","1996","01","24","","4.2","","-9.0","","-2.4","","20.4","","0.0","","1.2","","5.0","","5.6","","2","","30","","67",""
"1996-01-25","1996","01","25","","-3.8","","-13.2","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","0","","3","","37",""
"1996-01-26","1996","01","26","","2.8","","-4.2","","-0.7","","18.7","","0.0","","2.2","","1.2","","3.6","","0","T","11","","63",""
"1996-01-27","1996","01","27","","7.3","","-8.2","","-0.5","","18.5","","0.0","","17.2","","1.6","","19.0","","0","","23","","109",""
"1996-01-28","1996","01","28","","-3.5","","-9.4","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","2","","31","","67",""
"1996-01-29","1996","01","29","","2.7","","-8.1","","-2.7","","20.7","","0.0","","0.0","","4.8","","4.8","","1","","24","","100",""
"1996-01-30","1996","01","30","","-7.6","","-12.5","","-10.1","","28.1","","0.0","","0.0","","0.4","","0.2","","5","","26","","63",""
"1996-01-31","1996","01","31","","-9.0","","-16.4","","-12.7","","30.7","","0.0","","0.0","","0.0","T","0.0","T","4","","28","","37",""
"1996-02-01","1996","02","01","","-9.5","","-16.8","","-13.2","","31.2","","0.0","","0.0","","0.0","","0.0","","3","","24","","46",""
"1996-02-02","1996","02","02","","-13.0","","-18.5","","-15.8","","33.8","","0.0","","0.0","","0.0","T","0.0","T","1","","27","","67",""
"1996-02-03","1996","02","03","","-11.8","","-20.0","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1996-02-04","1996","02","04","","-11.5","","-20.9","","-16.2","","34.2","","0.0","","0.0","","0.0","T","0.0","T","1","","27","","33",""
"1996-02-05","1996","02","05","","-10.4","","-17.6","","-14.0","","32.0","","0.0","","0.0","","0.0","T","0.0","T","1","","23","","56",""
"1996-02-06","1996","02","06","","-6.6","","-13.6","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","1","","26","","33",""
"1996-02-07","1996","02","07","","2.8","","-9.1","","-3.2","","21.2","","0.0","","0.0","T","0.6","","0.6","","1","","21","","56",""
"1996-02-08","1996","02","08","","4.2","","1.8","","3.0","","15.0","","0.0","","6.6","","0.0","","6.6","","0","T","22","","41",""
"1996-02-09","1996","02","09","","3.6","","-0.8","","1.4","","16.6","","0.0","","0.0","T","0.0","","0.0","T","0","","31","","56",""
"1996-02-10","1996","02","10","","2.8","","-1.2","","0.8","","17.2","","0.0","","0.4","","4.2","","6.8","","0","T","11","","39",""
"1996-02-11","1996","02","11","","3.6","","-12.0","","-4.2","","22.2","","0.0","","0.0","T","0.6","","0.4","","1","","33","","83",""
"1996-02-12","1996","02","12","","-11.9","","-16.9","","-14.4","","32.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","34","","57",""
"1996-02-13","1996","02","13","","-5.4","","-17.1","","-11.3","","29.3","","0.0","","0.0","","0.8","","0.8","","0","T","28","","50",""
"1996-02-14","1996","02","14","","-4.3","","-12.9","","-8.6","","26.6","","0.0","","0.0","","3.4","","3.4","","3","","7","","43",""
"1996-02-15","1996","02","15","","-6.2","","-16.1","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","4","","","","<31",""
"1996-02-16","1996","02","16","","-6.2","","-18.0","","-12.1","","30.1","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1996-02-17","1996","02","17","","-4.1","","-14.0","","-9.1","","27.1","","0.0","","0.0","","0.6","","0.2","","3","","33","","69",""
"1996-02-18","1996","02","18","","-9.6","","-17.2","","-13.4","","31.4","","0.0","","0.0","","0.0","","0.0","","3","","33","","63",""
"1996-02-19","1996","02","19","","1.8","","-10.7","","-4.5","","22.5","","0.0","","0.0","T","0.0","T","0.0","T","3","","11","","35",""
"1996-02-20","1996","02","20","","5.1","","1.5","","3.3","","14.7","","0.0","","3.0","","0.0","","3.0","","2","","","","<31",""
"1996-02-21","1996","02","21","","4.6","","0.7","","2.7","","15.3","","0.0","","1.0","","0.0","","1.0","","0","T","36","","33",""
"1996-02-22","1996","02","22","","1.5","","0.0","","0.8","","17.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"1996-02-23","1996","02","23","","3.7","","0.0","","1.9","","16.1","","0.0","","8.2","","0.0","","8.2","","0","","9","","56",""
"1996-02-24","1996","02","24","","5.6","","2.4","","4.0","","14.0","","0.0","","0.8","","0.0","","0.8","","0","","28","","91",""
"1996-02-25","1996","02","25","","8.2","","-0.9","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","0","","30","","52",""
"1996-02-26","1996","02","26","","5.3","","-2.4","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1996-02-27","1996","02","27","","0.7","","-2.5","","-0.9","","18.9","","0.0","","6.0","","0.0","","6.0","","0","","9","","39",""
"1996-02-28","1996","02","28","","3.1","","-9.2","","-3.1","","21.1","","0.0","","0.0","","0.4","","0.4","","0","","28","","89",""
"1996-02-29","1996","02","29","","-5.7","","-13.6","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","46",""
"1996-03-01","1996","03","01","","-1.9","","-9.0","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","0","","22","","54",""
"1996-03-02","1996","03","02","","2.7","","-6.1","","-1.7","","19.7","","0.0","","0.0","","2.6","","2.6","","0","","28","","67",""
"1996-03-03","1996","03","03","","-5.1","","-11.7","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","3","","29","","85",""
"1996-03-04","1996","03","04","","-2.7","","-11.1","","-6.9","","24.9","","0.0","","0.0","","2.4","","1.8","","0","T","26","","50",""
"1996-03-05","1996","03","05","","-1.0","","-7.2","","-4.1","","22.1","","0.0","","0.0","","9.0","","8.8","","6","","","","<31",""
"1996-03-06","1996","03","06","","-6.0","","-11.7","","-8.9","","26.9","","0.0","","0.0","","2.8","","1.8","","10","","1","","48",""
"1996-03-07","1996","03","07","","-11.0","","-15.6","","-13.3","","31.3","","0.0","","0.0","","0.8","","0.8","","13","","1","","46",""
"1996-03-08","1996","03","08","","-10.8","","-17.0","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","12","","33","","52",""
"1996-03-09","1996","03","09","","-5.9","","-17.2","","-11.6","","29.6","","0.0","","0.0","","0.0","T","0.0","T","12","","28","","48",""
"1996-03-10","1996","03","10","","-1.6","","-14.8","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","11","","23","","37",""
"1996-03-11","1996","03","11","","2.8","","-10.3","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","11","","","","<31",""
"1996-03-12","1996","03","12","","5.7","","-8.9","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1996-03-13","1996","03","13","","7.8","","-2.0","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"1996-03-14","1996","03","14","","13.8","","-1.2","","6.3","","11.7","","0.0","","0.0","T","0.0","","0.0","T","0","T","30","","54",""
"1996-03-15","1996","03","15","","1.8","","-4.6","","-1.4","","19.4","","0.0","","0.0","T","0.0","T","0.0","T","0","","36","","44",""
"1996-03-16","1996","03","16","","1.5","","-7.2","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","0","","17","","33",""
"1996-03-17","1996","03","17","","4.4","","-6.8","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","0","","11","","39",""
"1996-03-18","1996","03","18","","8.4","","-3.2","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1996-03-19","1996","03","19","","12.6","","0.3","","6.5","","11.5","","0.0","","0.6","","0.4","","1.0","","0","","4","","96",""
"1996-03-20","1996","03","20","","2.3","","-1.6","","0.4","","17.6","","0.0","","0.2","","11.4","","14.2","","7","","5","","70",""
"1996-03-21","1996","03","21","","-1.5","","-8.2","","-4.9","","22.9","","0.0","","0.0","","1.6","","1.2","","10","","34","","61",""
"1996-03-22","1996","03","22","","-1.8","","-8.8","","-5.3","","23.3","","0.0","","0.0","","2.4","","1.6","","9","","28","","48",""
"1996-03-23","1996","03","23","","1.5","","-6.1","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","10","","28","","56",""
"1996-03-24","1996","03","24","","2.5","","-7.6","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","7","","12","","32",""
"1996-03-25","1996","03","25","","14.8","","-2.2","","6.3","","11.7","","0.0","","1.4","","0.0","T","1.4","","3","","23","","80",""
"1996-03-26","1996","03","26","","-1.6","","-9.5","","-5.6","","23.6","","0.0","","0.0","","1.0","","1.0","","0","T","27","","72",""
"1996-03-27","1996","03","27","","-1.9","","-10.5","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","0","T","29","","32",""
"1996-03-28","1996","03","28","","4.0","","-6.9","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","","1","","37",""
"1996-03-29","1996","03","29","","9.0","","-2.6","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","0","","35","","35",""
"1996-03-30","1996","03","30","","7.2","","-2.2","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1996-03-31","1996","03","31","","9.2","","-2.2","","3.5","","14.5","","0.0","","0.0","T","0.0","","0.0","T","0","","35","","48",""
"1996-04-01","1996","04","01","","6.1","","-2.0","","2.1","","15.9","","0.0","","0.4","","1.6","","2.6","","1","","34","","54",""
"1996-04-02","1996","04","02","","6.2","","-4.0","","1.1","","16.9","","0.0","","0.0","","0.0","T","0.0","T","0","","28","","46",""
"1996-04-03","1996","04","03","","1.6","","-1.2","","0.2","","17.8","","0.0","","0.0","","7.2","","7.8","","0","","","","<31",""
"1996-04-04","1996","04","04","","-0.8","","-4.3","","-2.6","","20.6","","0.0","","0.0","T","6.8","","8.2","","10","","10","","46",""
"1996-04-05","1996","04","05","","1.5","","-6.2","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","10","","35","","35",""
"1996-04-06","1996","04","06","","1.3","","-6.0","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","7","","","","<31",""
