"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1980-01-01","1980","01","01","","0.6","","-2.9","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1980-01-02","1980","01","02","","0.2","","-7.1","","-3.5","","21.5","","0.0","","0.0","","0.6","","0.4","","0","","35","","35",""
"1980-01-03","1980","01","03","","-6.9","","-11.9","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1980-01-04","1980","01","04","","-4.6","","-13.0","","-8.8","","26.8","","0.0","","0.0","","0.3","","0.0","T","0","T","6","","37",""
"1980-01-05","1980","01","05","","-2.7","","-11.6","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1980-01-06","1980","01","06","","-0.7","","-14.0","","-7.4","","25.4","","0.0","","0.0","","0.4","","0.2","","0","T","15","","44",""
"1980-01-07","1980","01","07","","1.9","","-8.1","","-3.1","","21.1","","0.0","","0.4","","5.8","","5.0","","4","","25","","78",""
"1980-01-08","1980","01","08","","-5.7","","-10.6","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","1","","26","","50",""
"1980-01-09","1980","01","09","","-6.6","","-14.5","","-10.6","","28.6","","0.0","","0.0","","0.4","","0.2","","1","","28","","35",""
"1980-01-10","1980","01","10","","0.8","","-14.7","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","1","","12","","35",""
"1980-01-11","1980","01","11","","10.4","","-7.1","","1.7","","16.3","","0.0","","25.0","","0.0","T","25.0","","0","T","26","","89",""
"1980-01-12","1980","01","12","","-5.4","","-12.8","","-9.1","","27.1","","0.0","","0.0","","0.4","","0.2","","0","T","27","","89",""
"1980-01-13","1980","01","13","","2.7","","-9.1","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","T","15","","39",""
"1980-01-14","1980","01","14","","3.4","","1.3","","2.4","","15.6","","0.0","","0.0","T","0.0","","0.0","T","0","","19","","35",""
"1980-01-15","1980","01","15","","5.2","","-5.0","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"1980-01-16","1980","01","16","","1.6","","-2.7","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","0","","11","","41",""
"1980-01-17","1980","01","17","","5.3","","0.2","","2.8","","15.2","","0.0","","4.9","","0.0","","4.9","","0","","24","","33",""
"1980-01-18","1980","01","18","","3.0","","0.7","","1.9","","16.1","","0.0","","0.3","","0.0","","0.3","","0","","26","","39",""
"1980-01-19","1980","01","19","","1.4","","-0.4","","0.5","","17.5","","0.0","","0.0","T","0.0","T","0.0","T","0","","29","","52",""
"1980-01-20","1980","01","20","","-0.4","","-6.0","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","0","","30","","56",""
"1980-01-21","1980","01","21","","-0.4","","-5.0","","-2.7","","20.7","","0.0","","0.0","","0.2","","0.0","T","0","","26","","37",""
"1980-01-22","1980","01","22","","0.7","","-2.9","","-1.1","","19.1","","0.0","","0.0","","0.8","","0.6","","0","","23","","37",""
"1980-01-23","1980","01","23","","-1.3","","-14.1","","-7.7","","25.7","","0.0","","0.0","","0.2","","0.2","","0","T","26","","54",""
"1980-01-24","1980","01","24","","-7.5","","-15.1","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","21","","35",""
"1980-01-25","1980","01","25","","-5.0","","-13.3","","-9.2","","27.2","","0.0","","0.0","","0.2","","0.0","T","0","T","","","<31",""
"1980-01-26","1980","01","26","","-1.7","","-8.0","","-4.9","","22.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","48",""
"1980-01-27","1980","01","27","","-2.0","","-8.6","","-5.3","","23.3","","0.0","","0.0","","1.0","","0.6","","0","T","","","<31",""
"1980-01-28","1980","01","28","","-3.4","","-11.0","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","1","","27","","41",""
"1980-01-29","1980","01","29","","-3.9","","-13.3","","-8.6","","26.6","","0.0","","0.0","","0.6","","0.2","","0","T","32","","61",""
"1980-01-30","1980","01","30","","-8.2","","-15.6","","-11.9","","29.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","35","","33",""
"1980-01-31","1980","01","31","","-10.9","","-17.8","","-14.4","","32.4","","0.0","","0.0","","0.0","","0.0","","0","T","34","","52",""
"1980-02-01","1980","02","01","","-8.5","","-18.6","","-13.6","","31.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","52",""
"1980-02-02","1980","02","02","","-9.1","","-18.6","","-13.9","","31.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","41",""
"1980-02-03","1980","02","03","","-8.1","","-17.2","","-12.7","","30.7","","0.0","","0.0","","2.0","","1.4","","0","T","33","","41",""
"1980-02-04","1980","02","04","","-4.8","","-15.2","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","2","","32","","31",""
"1980-02-05","1980","02","05","","-5.1","","-16.5","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1980-02-06","1980","02","06","","-6.3","","-14.2","","-10.3","","28.3","","0.0","","0.0","","0.8","","0.5","","0","T","","","<31",""
"1980-02-07","1980","02","07","","-0.6","","-14.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1980-02-08","1980","02","08","","-3.0","","-13.7","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1980-02-09","1980","02","09","","-4.7","","-13.3","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1980-02-10","1980","02","10","","-1.1","","-13.4","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1980-02-11","1980","02","11","","-2.8","","-9.6","","-6.2","","24.2","","0.0","","0.0","","1.1","","0.5","","0","T","22","","35",""
"1980-02-12","1980","02","12","","-0.7","","-12.6","","-6.7","","24.7","","0.0","","0.0","","0.0","T","0.0","T","1","","30","","39",""
"1980-02-13","1980","02","13","","-1.4","","-7.5","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","24","","41",""
"1980-02-14","1980","02","14","","0.3","","-10.4","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","52",""
"1980-02-15","1980","02","15","","-3.5","","-10.0","","-6.8","","24.8","","0.0","","0.0","","4.4","","3.8","","0","T","","","<31",""
"1980-02-16","1980","02","16","","-4.0","","-16.4","","-10.2","","28.2","","0.0","","0.0","","2.5","","2.2","","6","","32","","44",""
"1980-02-17","1980","02","17","","-6.1","","-15.9","","-11.0","","29.0","","0.0","","0.0","","0.0","T","0.0","T","7","","26","","48",""
"1980-02-18","1980","02","18","","-4.1","","-12.8","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","6","","24","","43",""
"1980-02-19","1980","02","19","","2.6","","-4.6","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","4","","23","","37",""
"1980-02-20","1980","02","20","","3.1","","-0.5","","1.3","","16.7","","0.0","","0.8","","0.0","","0.8","","2","","","","<31",""
"1980-02-21","1980","02","21","","3.0","","-2.4","","0.3","","17.7","","0.0","","0.0","T","0.0","","0.0","T","0","T","10","","46",""
"1980-02-22","1980","02","22","","-0.1","","-4.7","","-2.4","","20.4","","0.0","","5.2","","0.4","","5.6","","0","T","8","","48",""
"1980-02-23","1980","02","23","","1.2","","-3.7","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1980-02-24","1980","02","24","","1.9","","-3.6","","-0.9","","18.9","","0.0","","0.0","T","0.4","","0.2","","0","T","28","","67",""
"1980-02-25","1980","02","25","","-1.4","","-12.6","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","36","","54",""
