"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1992-01-01","1992","01","01","","-0.5","","-5.6","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1992-01-02","1992","01","02","","2.6","","-1.2","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-01-03","1992","01","03","","5.2","","0.8","","3.0","","15.0","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"1992-01-04","1992","01","04","","7.2","","1.5","","4.4","","13.6","","0.0","","0.2","","0.0","","0.2","","0","T","","","<31",""
"1992-01-05","1992","01","05","","4.0","","-0.1","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","36","","43",""
"1992-01-06","1992","01","06","","2.1","","-0.4","","0.9","","17.1","","0.0","","0.0","T","0.0","","0.0","T","0","T","31","","43",""
"1992-01-07","1992","01","07","","2.6","","-5.3","","-1.4","","19.4","","0.0","","0.0","T","0.0","T","0.0","T","0","T","31","","43",""
"1992-01-08","1992","01","08","","-1.7","","-8.5","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-01-09","1992","01","09","","5.1","","-1.8","","1.7","","16.3","","0.0","","0.8","","0.2","","1.0","","0","T","31","","43",""
"1992-01-10","1992","01","10","","1.6","","-3.2","","-0.8","","18.8","","0.0","","0.0","","0.2","","0.2","","0","T","31","","37",""
"1992-01-11","1992","01","11","","-0.9","","-4.1","","-2.5","","20.5","","0.0","","0.0","","0.6","","0.4","","0","T","","","<31",""
