"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1964-01-01","1964","01","01","","-3.3","","-20.0","","-11.7","","29.7","","0.0","","0.0","","14.0","","10.7","","13","","","","<31",""
"1964-01-02","1964","01","02","","2.8","","-5.0","","-1.1","","19.1","","0.0","","0.0","T","0.0","T","0.0","T","25","","25","","55",""
"1964-01-03","1964","01","03","","6.7","","-1.1","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","18","","25","","68",""
"1964-01-04","1964","01","04","","3.3","","-3.3","","0.0","","18.0","","0.0","","0.0","","0.3","","0.3","","10","","27","","63",""
"1964-01-05","1964","01","05","","3.3","","-5.6","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"1964-01-06","1964","01","06","","4.4","","-6.7","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","5","","29","","56",""
"1964-01-07","1964","01","07","","2.8","","-7.2","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1964-01-08","1964","01","08","","2.2","","-11.7","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","5","","11","","39",""
"1964-01-09","1964","01","09","","6.1","","0.6","","3.4","","14.6","","0.0","","15.7","","0.0","T","15.7","","3","","25","","47",""
"1964-01-10","1964","01","10","","1.1","","-7.8","","-3.4","","21.4","","0.0","","0.0","","0.5","","0.5","","3","","25","","85",""
"1964-01-11","1964","01","11","","-6.7","","-18.9","","-12.8","","30.8","","0.0","","0.0","","0.0","T","0.0","T","3","","25","","43",""
"1964-01-12","1964","01","12","","-12.8","","-22.8","","-17.8","","35.8","","0.0","","0.0","","0.0","","0.0","","3","","2","","32",""
"1964-01-13","1964","01","13","","-12.8","","-18.9","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","3","","36","","43",""
"1964-01-14","1964","01","14","","-7.2","","-19.4","","-13.3","","31.3","","0.0","","0.0","","0.0","","0.0","","3","","36","","31",""
"1964-01-15","1964","01","15","","-3.3","","-15.0","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","3","","20","","42",""
"1964-01-16","1964","01","16","","-1.1","","-6.7","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","25","S","45",""
"1964-01-17","1964","01","17","","-0.6","","-7.8","","-4.2","","22.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","18","","47",""
"1964-01-18","1964","01","18","","3.3","","-4.4","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","0","T","23","S","55",""
"1964-01-19","1964","01","19","","3.9","","-8.9","","-2.5","","20.5","","0.0","","1.3","","0.0","","1.3","","0","T","","","<31",""
"1964-01-20","1964","01","20","","4.4","","2.2","","3.3","","14.7","","0.0","","7.1","","0.0","","7.1","","0","T","32","","80",""
"1964-01-21","1964","01","21","","6.1","","-2.2","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","29","","56",""
"1964-01-22","1964","01","22","","3.9","","-5.6","","-0.9","","18.9","","0.0","","0.0","T","0.0","","0.0","T","0","T","9","","42",""
"1964-01-23","1964","01","23","","6.7","","0.0","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1964-01-24","1964","01","24","","3.9","","1.7","","2.8","","15.2","","0.0","","4.8","","0.0","","4.8","","0","T","9","","43",""
"1964-01-25","1964","01","25","","7.8","","-3.3","","2.3","","15.7","","0.0","","13.5","","2.3","","15.5","","0","T","23","S","97",""
"1964-01-26","1964","01","26","","-2.2","","-9.4","","-5.8","","23.8","","0.0","","0.0","","1.3","","1.0","","3","","25","","66",""
"1964-01-27","1964","01","27","","-3.9","","-10.0","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","3","","23","","53",""
"1964-01-28","1964","01","28","","-7.2","","-13.9","","-10.6","","28.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","34","S","45",""
"1964-01-29","1964","01","29","","-1.7","","-13.9","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","20","","45",""
"1964-01-30","1964","01","30","","0.0","","-7.2","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","51",""
"1964-01-31","1964","01","31","","2.8","","-8.3","","-2.8","","20.8","","0.0","","1.8","","0.0","","1.8","","0","T","18","","34",""
"1964-02-01","1964","02","01","","3.3","","0.6","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"1964-02-02","1964","02","02","","1.7","","-10.0","","-4.2","","22.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","36","S","58",""
"1964-02-03","1964","02","03","","-3.9","","-12.8","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","48",""
"1964-02-04","1964","02","04","","5.0","","-6.7","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","0","T","25","","77",""
"1964-02-05","1964","02","05","","6.1","","-3.9","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","0","T","27","","72",""
"1964-02-06","1964","02","06","","2.8","","-4.4","","-0.8","","18.8","","0.0","","0.0","T","19.8","","17.8","","0","","7","","48",""
"1964-02-07","1964","02","07","","2.2","","-5.6","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","20","","27","","55",""
"1964-02-08","1964","02","08","","-3.9","","-12.8","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","20","","29","","53",""
"1964-02-09","1964","02","09","","-9.4","","-20.0","","-14.7","","32.7","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1964-02-10","1964","02","10","","-7.2","","-18.9","","-13.1","","31.1","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1964-02-11","1964","02","11","","-0.6","","-21.1","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1964-02-12","1964","02","12","","1.7","","-20.0","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","13","","20","","34",""
"1964-02-13","1964","02","13","","2.2","","-2.2","","0.0","","18.0","","0.0","","0.0","","5.8","","5.8","","15","","34","","47",""
"1964-02-14","1964","02","14","","0.0","","-7.2","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","13","","34","","53",""
"1964-02-15","1964","02","15","","1.1","","-13.9","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"1964-02-16","1964","02","16","","-2.2","","-12.2","","-7.2","","25.2","","0.0","","0.0","","4.3","","3.0","","15","","34","","50",""
"1964-02-17","1964","02","17","","-0.6","","-19.4","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"1964-02-18","1964","02","18","","2.2","","-8.9","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"1964-02-19","1964","02","19","","1.1","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","13","","34","","43",""
"1964-02-20","1964","02","20","","-3.3","","-12.2","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","13","","34","","53",""
"1964-02-21","1964","02","21","","-6.7","","-13.9","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","13","","34","","43",""
"1964-02-22","1964","02","22","","-3.3","","-18.3","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"1964-02-23","1964","02","23","","-0.6","","-12.2","","-6.4","","24.4","","0.0","","0.0","","0.5","","0.3","","13","","20","","64",""
"1964-02-24","1964","02","24","","-2.2","","-15.0","","-8.6","","26.6","","0.0","","0.0","","0.3","","0.0","T","10","","29","","47",""
"1964-02-25","1964","02","25","","2.8","","-13.9","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","10","","20","","55",""
"1964-02-26","1964","02","26","","0.6","","-9.4","","-4.4","","22.4","","0.0","","0.0","","1.5","","1.8","","10","","32","","45",""
"1964-02-27","1964","02","27","","-5.0","","-16.7","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","10","","32","","40",""
"1964-02-28","1964","02","28","","0.6","","-14.4","","-6.9","","24.9","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"1964-02-29","1964","02","29","","3.9","","-12.2","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","10","","23","","85",""
"1964-03-01","1964","03","01","","3.9","","-1.1","","1.4","","16.6","","0.0","","0.0","T","0.0","","0.0","T","8","","23","","61",""
"1964-03-02","1964","03","02","","7.8","","-2.2","","2.8","","15.2","","0.0","","0.0","T","0.0","","0.0","T","5","","23","","37",""
"1964-03-03","1964","03","03","","8.3","","1.7","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
