"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1960-01-01","1960","01","01","","-2.2","","-16.1","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1960-01-02","1960","01","02","","2.8","","-11.7","","-4.5","","22.5","","0.0","","7.1","","0.0","T","7.1","","8","","20","","34",""
"1960-01-03","1960","01","03","","2.2","","0.0","","1.1","","16.9","","0.0","","0.0","","1.3","","1.3","","3","","27","","55",""
"1960-01-04","1960","01","04","","-2.8","","-8.9","","-5.9","","23.9","","0.0","","0.0","","0.8","","0.8","","5","","29","","61",""
"1960-01-05","1960","01","05","","-5.6","","-11.1","","-8.4","","26.4","","0.0","","0.0","","0.3","","0.3","","5","","32","","69",""
"1960-01-06","1960","01","06","","-3.3","","-13.3","","-8.3","","26.3","","0.0","","0.0","","0.0","T","0.0","T","5","","25","","87",""
"1960-01-07","1960","01","07","","3.3","","-8.3","","-2.5","","20.5","","0.0","","0.0","","0.5","","0.5","","5","","25","S","71",""
"1960-01-08","1960","01","08","","1.7","","-6.7","","-2.5","","20.5","","0.0","","0.0","","0.8","","0.8","","5","","27","","79",""
"1960-01-09","1960","01","09","","-8.9","","-18.3","","-13.6","","31.6","","0.0","","0.3","","2.8","","3.0","","5","","7","","39",""
"1960-01-10","1960","01","10","","-7.8","","-13.9","","-10.9","","28.9","","0.0","","0.0","","1.5","","1.5","","8","","36","","34",""
"1960-01-11","1960","01","11","","-5.6","","-11.7","","-8.7","","26.7","","0.0","","0.0","","0.3","","0.3","","10","","","","<31",""
"1960-01-12","1960","01","12","","0.6","","-9.4","","-4.4","","22.4","","0.0","","22.6","","0.0","","22.6","","8","","9","","60",""
"1960-01-13","1960","01","13","","0.0","","-2.2","","-1.1","","19.1","","0.0","","1.3","","0.0","","1.3","","5","","","","<31",""
"1960-01-14","1960","01","14","","0.6","","-7.2","","-3.3","","21.3","","0.0","","0.8","","0.0","","0.8","","5","","","","<31",""
"1960-01-15","1960","01","15","","-1.1","","-5.0","","-3.1","","21.1","","0.0","","1.5","","4.8","","6.4","","5","","36","","61",""
"1960-01-16","1960","01","16","","-1.1","","-10.0","","-5.6","","23.6","","0.0","","0.0","T","0.3","","0.3","","8","","27","S","53",""
"1960-01-17","1960","01","17","","0.0","","-3.3","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","8","","32","","50",""
"1960-01-18","1960","01","18","","-3.9","","-6.1","","-5.0","","23.0","","0.0","","0.0","T","8.4","","8.4","","8","","9","","55",""
"1960-01-19","1960","01","19","","-3.3","","-7.2","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","13","","32","","56",""
"1960-01-20","1960","01","20","","-3.3","","-10.0","","-6.7","","24.7","","0.0","","0.0","","0.0","T","0.0","T","13","","32","","45",""
"1960-01-21","1960","01","21","","-3.9","","-10.6","","-7.3","","25.3","","0.0","","0.0","","0.5","","0.5","","13","","32","","35",""
"1960-01-22","1960","01","22","","-4.4","","-10.6","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","13","","34","","34",""
"1960-01-23","1960","01","23","","-3.3","","-7.8","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","13","","","","<31",""
"1960-01-24","1960","01","24","","-2.2","","-6.7","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","13","","25","","34",""
"1960-01-25","1960","01","25","","-1.1","","-5.6","","-3.4","","21.4","","0.0","","0.0","","1.8","","1.8","","10","","18","","50",""
"1960-01-26","1960","01","26","","-3.9","","-5.6","","-4.8","","22.8","","0.0","","0.0","","3.3","","3.3","","13","","29","","43",""
"1960-01-27","1960","01","27","","-0.6","","-6.1","","-3.4","","21.4","","0.0","","0.0","","7.1","","7.1","","13","","9","","37",""
