"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2007-01-01","2007","01","01","","9.2","","1.2","","5.2","","12.8","","0.0","","0.0","T","0.0","","0.0","T","0","","25","","56",""
"2007-01-02","2007","01","02","","5.8","","-2.5","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","0","","30","","50",""
"2007-01-03","2007","01","03","","8.0","","0.0","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","24","","52",""
"2007-01-04","2007","01","04","","11.9","","4.4","","8.2","","9.8","","0.0","","2.8","","0.0","","2.8","","0","","22","","48",""
"2007-01-05","2007","01","05","","11.1","","7.4","","9.3","","8.7","","0.0","","6.0","","0.0","","6.0","","0","","","","<31",""
"2007-01-06","2007","01","06","","9.0","","1.1","","5.1","","12.9","","0.0","","3.4","","0.0","","3.4","","0","","30","","46",""
"2007-01-07","2007","01","07","","4.7","","1.4","","3.1","","14.9","","0.0","","0.8","","0.0","T","0.8","","0","","12","","46",""
"2007-01-08","2007","01","08","","4.1","","-2.0","","1.1","","16.9","","0.0","","3.2","","0.0","T","3.2","","0","","26","","78",""
"2007-01-09","2007","01","09","","1.2","","-5.2","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","52",""
"2007-01-10","2007","01","10","","-2.6","","-7.8","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","31","","50",""
"2007-01-11","2007","01","11","","6.7","","-6.9","","-0.1","","18.1","","0.0","","0.0","T","0.0","","0.0","T","0","","22","","54",""
"2007-01-12","2007","01","12","","7.6","","1.9","","4.8","","13.2","","0.0","","2.6","","0.0","","2.6","","0","","34","","35",""
"2007-01-13","2007","01","13","","3.8","","-3.5","","0.2","","17.8","","0.0","","0.0","T","0.2","","0.2","","0","T","35","","46",""
"2007-01-14","2007","01","14","","-0.8","","-2.6","","-1.7","","19.7","","0.0","","0.0","","1.4","","1.8","","0","T","","","<31",""
"2007-01-15","2007","01","15","","-1.1","","-6.6","","-3.9","","21.9","","0.0","","3.0","","5.8","","8.8","","2","","36","","39",""
"2007-01-16","2007","01","16","","-6.5","","-12.5","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","4","","30","","48",""
"2007-01-17","2007","01","17","","-3.2","","-11.1","","-7.2","","25.2","","0.0","","0.0","","0.0","T","0.0","T","4","","","","<31",""
"2007-01-18","2007","01","18","","0.8","","-4.4","","-1.8","","19.8","","0.0","","0.0","","0.2","","0.2","","3","","22","","32",""
"2007-01-19","2007","01","19","","0.3","","-6.3","","-3.0","","21.0","","0.0","","0.0","","0.2","","0.2","","3","","28","","56",""
"2007-01-20","2007","01","20","","-5.8","","-12.2","","-9.0","","27.0","","0.0","","0.0","","0.0","T","0.0","T","3","","31","","48",""
"2007-01-21","2007","01","21","","-3.8","","-12.8","","-8.3","","26.3","","0.0","","0.0","","0.0","T","0.0","T","2","","11","","32",""
"2007-01-22","2007","01","22","","-3.8","","-8.6","","-6.2","","24.2","","0.0","","0.0","","1.0","","1.0","","3","","","","<31",""
"2007-01-23","2007","01","23","","-0.2","","-6.8","","-3.5","","21.5","","0.0","","0.0","","0.0","T","0.0","T","3","","23","","41",""
"2007-01-24","2007","01","24","","-2.1","","-10.9","","-6.5","","24.5","","0.0","","0.0","","0.2","","0.2","","3","","","","<31",""
"2007-01-25","2007","01","25","","-10.7","","-17.5","","-14.1","","32.1","","0.0","","0.0","","0.0","T","0.0","T","3","","34","","52",""
