"Station Name","TORONTO LESTER B. PEARSON INT'L A"
"Province","ONTARIO"
"Latitude","43.68"
"Longitude","-79.63"
"Elevation","173.40"
"Climate Identifier","6158733"
"WMO Identifier","71624"
"TC Identifier","YYZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1990-01-01","1990","01","01","","-0.4","","-5.2","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","7","","30","","52",""
"1990-01-02","1990","01","02","","0.7","","-4.5","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","7","","24","","61",""
"1990-01-03","1990","01","03","","4.7","","-4.5","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","7","","22","","39",""
"1990-01-04","1990","01","04","","5.3","","-0.8","","2.3","","15.7","","0.0","","3.8","","0.0","","3.8","","4","","25","","43",""
"1990-01-05","1990","01","05","","0.0","","-5.5","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1990-01-06","1990","01","06","","0.0","","-8.7","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","31","","41",""
"1990-01-07","1990","01","07","","3.3","","-7.7","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","0","T","25","","39",""
"1990-01-08","1990","01","08","","3.9","","-4.2","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1990-01-09","1990","01","09","","3.9","","0.7","","2.3","","15.7","","0.0","","4.6","","0.0","","4.6","","0","T","22","","35",""
"1990-01-10","1990","01","10","","2.2","","-2.3","","-0.1","","18.1","","0.0","","4.6","","0.2","","4.8","","0","T","33","","37",""
"1990-01-11","1990","01","11","","4.5","","-2.6","","1.0","","17.0","","0.0","","0.0","T","2.2","","2.2","","0","T","25","","70",""
"1990-01-12","1990","01","12","","-1.7","","-9.2","","-5.5","","23.5","","0.0","","0.0","","0.2","","0.2","","2","","28","","57",""
"1990-01-13","1990","01","13","","-4.4","","-13.1","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","1","","33","","43",""
"1990-01-14","1990","01","14","","-1.3","","-6.1","","-3.7","","21.7","","0.0","","0.0","","0.2","","0.2","","1","","11","","41",""
"1990-01-15","1990","01","15","","5.6","","-4.3","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
"1990-01-16","1990","01","16","","5.1","","-0.8","","2.2","","15.8","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"1990-01-17","1990","01","17","","9.4","","1.4","","5.4","","12.6","","0.0","","4.2","","0.0","","4.2","","0","T","22","","39",""
"1990-01-18","1990","01","18","","8.7","","-1.9","","3.4","","14.6","","0.0","","0.3","","0.0","T","0.3","","0","T","29","","56",""
"1990-01-19","1990","01","19","","-0.5","","-7.1","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","52",""
"1990-01-20","1990","01","20","","0.6","","-5.0","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1990-01-21","1990","01","21","","-0.2","","-7.0","","-3.6","","21.6","","0.0","","0.2","","1.6","","1.8","","0","T","6","","43",""
"1990-01-22","1990","01","22","","1.1","","-4.3","","-1.6","","19.6","","0.0","","0.0","","1.4","","1.4","","3","","25","","50",""
"1990-01-23","1990","01","23","","2.1","","-6.1","","-2.0","","20.0","","0.0","","0.4","","1.8","","3.0","","3","","11","","48",""
"1990-01-24","1990","01","24","","6.2","","-0.8","","2.7","","15.3","","0.0","","1.0","","0.0","","1.0","","2","","23","","76",""
"1990-01-25","1990","01","25","","7.1","","-1.2","","3.0","","15.0","","0.0","","4.0","","0.0","","4.0","","0","T","22","","89",""
"1990-01-26","1990","01","26","","1.3","","-1.9","","-0.3","","18.3","","0.0","","0.0","T","0.0","T","0.0","T","0","T","22","","70",""
"1990-01-27","1990","01","27","","9.6","","-2.6","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","25","","87",""
"1990-01-28","1990","01","28","","5.0","","-3.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","26","","74",""
"1990-01-29","1990","01","29","","0.6","","-2.5","","-1.0","","19.0","","0.0","","0.0","","5.2","","5.2","","0","","10","","31",""
"1990-01-30","1990","01","30","","1.7","","-8.5","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1990-01-31","1990","01","31","","1.2","","-4.9","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1990-02-01","1990","02","01","","5.1","","-4.2","","0.5","","17.5","","0.0","","0.2","","0.0","","0.2","","5","","22","","48",""
"1990-02-02","1990","02","02","","0.9","","-8.2","","-3.7","","21.7","","0.0","","0.0","","3.4","","3.0","","0","T","36","","41",""
"1990-02-03","1990","02","03","","-7.9","","-10.8","","-9.4","","27.4","","0.0","","0.0","","3.2","","2.9","","4","","5","","31",""
